series_key,year,pct_change_yoy
Bread||Ghazni,2025,-7.8972952096845015
Bread||Ghor,2021,2.167197452229297
Bread||Ghor,2022,17.82858745967176
Bread||Ghor,2024,0.0
Bread||Ghor,2025,-6.349206349206349
Bread||Hilmand,2021,3.367638794527914
Bread||Hilmand,2022,15.688342881254155
Bread||Hilmand,2023,-3.088965575288277
Bread||Hilmand,2024,-12.350182386659718
Bread||Hilmand,2025,0.057801558990623385
Bread||Hirat,2017,-0.11337868480724982
Bread||Hirat,2018,0.12485811577753299
Bread||Hirat,2019,0.022673166307678412
Bread||Hirat,2020,53.64105179644112
Bread||Hirat,2021,10.654150452759895
Bread||Hirat,2022,9.75
Bread||Hirat,2023,8.95975702353834
Bread||Hirat,2024,-12.441811846689893
Bread||Hirat,2025,-19.774604842175634
Bread||Jalalabad,2017,0.0
Bread||Jalalabad,2018,0.0
Bread||Jalalabad,2019,0.0
Bread||Jalalabad,2020,0.0
Bread||Jawzjan,2021,1.3418079096045157
Bread||Jawzjan,2022,16.747038327526127
Bread||Jawzjan,2023,1.6963923310173625
Bread||Jawzjan,2024,-7.633793888738875
Bread||Jawzjan,2025,-4.809109857150133
Bread||Kabul,2017,0.0
Bread||Kabul,2018,-0.04155844155843698
Bread||Kabul,2019,-0.5253659135792029
Bread||Kabul,2020,15.735243673975571
Bread||Kabul,2021,12.852664576802503
Bread||Kabul,2022,-1.9074999999999989
Bread||Kabul,2023,7.653490328006721
Bread||Kabul,2024,-5.303030303030297
Bread||Kabul,2025,0.0
Bread||Kandahar,2017,-5.405405405405405
Bread||Kandahar,2018,0.0
Bread||Kandahar,2019,0.0
Bread||Kandahar,2020,3.0357142857142856
Bread||Kandahar,2021,5.37261698440208
Bread||Kandahar,2022,26.31578947368421
Bread||Kandahar,2023,4.166666666666666
Bread||Kandahar,2024,0.0
Bread||Kandahar,2025,0.0
Bread||Kapisa,2021,8.38500702404281
Bread||Kapisa,2022,-1.3043837199702761
Bread||Kapisa,2023,2.2785445420326185
Bread||Kapisa,2024,-1.8597575936012523
Bread||Kapisa,2025,0.0
Bread||Khost,2021,21.554156718037767
Bread||Khost,2022,11.291666666666663
Bread||Khost,2023,0.7113440658929383
Bread||Khost,2024,-10.78066914498142
Bread||Khost,2025,0.0
Bread||Kunar,2021,0.0
Bread||Kunar,2022,29.390000000000015
Bread||Kunar,2023,23.266867609552506
Bread||Kunar,2024,-16.312946069364774
Bread||Kunar,2025,-14.595559773243755
Bread||Kunduz,2021,2.9137035468265937
Bread||Kunduz,2022,22.32619934725469
Bread||Kunduz,2023,-12.974287535711746
Bread||Kunduz,2024,-18.606544033859677
Bread||Kunduz,2025,0.9833333333333343
Bread||Laghman,2021,0.0
Bread||Laghman,2022,23.48833333333333
Bread||Laghman,2023,37.90776456615334
Bread||Laghman,2024,7.281268349970661
Bread||Laghman,2025,-0.38314176245211656
Bread||Logar,2021,-3.456537397171991
Bread||Logar,2022,31.095683860023865
Bread||Logar,2023,10.19816452208085
Bread||Logar,2024,0.4588053665006941
Bread||Logar,2025,0.0
Bread||Maidan Wardak,2021,0.10119047619047297
Bread||Maidan Wardak,2022,25.996015936254977
Bread||Maidan Wardak,2023,-5.0899651937938755
Bread||Maidan Wardak,2024,-5.098146467597365
Bread||Maidan Wardak,2025,-6.446161907256998
Bread||Maymana,2017,0.0
Bread||Maymana,2018,0.0
Bread||Maymana,2019,0.0
Bread||Maymana,2020,5.280000000000001
Bread||Mazar,2017,0.0
Bread||Mazar,2018,0.0
Bread||Mazar,2019,3.3333333333333286
Bread||Mazar,2020,15.751612903225812
Bread||Nangarhar,2021,0.0
Bread||Nangarhar,2022,32.224999999999994
Bread||Nangarhar,2023,33.16064788554864
Bread||Nangarhar,2024,-1.7189969993279435
Bread||Nangarhar,2025,-17.234438055611733
Bread||Nili,2017,-1.37382586187181e-14
Bread||Nili,2018,2.7476517237436208e-14
Bread||Nili,2019,0.0
Bread||Nili,2020,-0.01933488012375312
Bread||Nimroz,2021,-0.9797979797979716
Bread||Nimroz,2022,50.70131592369681
Bread||Nimroz,2023,-8.913069229858023
Bread||Nimroz,2024,-9.025378070077656
Bread||Nimroz,2025,-1.9768011762783817
Bread||Nuristan,2021,0.0
Bread||Nuristan,2022,23.48833333333333
Bread||Nuristan,2023,27.638238430081124
Bread||Nuristan,2024,-9.908957291347246
Bread||Nuristan,2025,-3.694835680751176
Bread||Paktika,2021,0.10119047619047297
Bread||Paktika,2022,25.920199797823624
Bread||Paktika,2023,16.199943332074053
Bread||Paktika,2024,21.919005140918056
Bread||Paktika,2025,-36.285
Bread||Paktya,2021,2.2900580594960194
Bread||Paktya,2022,5.795337515213929
Bread||Paktya,2023,2.2101769911504507
Bread||Paktya,2024,0.0021645490162105034
Bread||Paktya,2025,0.0
Bread||Panjsher,2021,6.077898550724624
Bread||Panjsher,2022,2.4677653488173643
Bread||Panjsher,2023,5.530000000000015
Bread||Panjsher,2024,-5.240216052307415
Bread||Panjsher,2025,0.0
Bread||Parwan,2021,8.975877192982464
Bread||Parwan,2022,12.557100597669699
Bread||Parwan,2023,7.61983086907549
Bread||Parwan,2024,-0.3239471716920038
Bread||Parwan,2025,0.0
Bread||Samangan,2021,9.362396338423903
Bread||Samangan,2022,19.815190817552736
Bread||Samangan,2023,-4.01521701538994
Bread||Samangan,2024,-11.606735365472845
Bread||Samangan,2025,-8.693171010081802
Bread||Sar-e-Pul,2021,5.654761904761901
Bread||Sar-e-Pul,2022,18.261971830985914
Bread||Sar-e-Pul,2023,-4.255293809399031
Bread||Sar-e-Pul,2024,-11.008421131193025
Bread||Sar-e-Pul,2025,-16.134352766867476
Bread||Takhar,2021,10.713450292397662
Bread||Takhar,2022,14.092541728290724
Bread||Takhar,2023,-0.015873015873012715
Bread||Takhar,2024,0.015875535799330067
Bread||Takhar,2025,7.825396825396814
Bread||Uruzgan,2021,52.67943805874841
Bread||Uruzgan,2022,0.37809080871281675
Bread||Uruzgan,2023,0.0
Bread||Uruzgan,2024,-2.8466666666666782
Bread||Uruzgan,2025,-21.541549440746568
Bread||Zabul,2021,3.2402515723270575
Bread||Zabul,2022,31.947625777734444
Bread||Zabul,2023,-11.874715290004065
Bread||Zabul,2024,-12.202073262734352
Bread||Zabul,2025,-13.2614092037426
Exchange rate||Badakhshan,2021,9.020092869852007
Exchange rate||Badakhshan,2022,7.520450610035246
Exchange rate||Badakhshan,2023,-8.04772174041817
Exchange rate||Badakhshan,2024,-14.806538631879866
Exchange rate||Badakhshan,2025,-1.297289633497965
Exchange rate||Badghis,2021,8.169785980417654
Exchange rate||Badghis,2022,8.36779445484674
Exchange rate||Badghis,2023,-8.350888864249548
Exchange rate||Badghis,2024,-14.614376449238833
Exchange rate||Badghis,2025,-1.3129619571634494
Exchange rate||Baghlan,2021,8.464585060329748
Exchange rate||Baghlan,2022,8.18913842710997
Exchange rate||Baghlan,2023,-7.992206329125619
Exchange rate||Baghlan,2024,-14.794556293783492
Exchange rate||Baghlan,2025,-1.1790758212893193
Exchange rate||Balkh,2021,8.366654746811424
Exchange rate||Balkh,2022,8.157673693052276
Exchange rate||Balkh,2023,-8.337493759360944
Exchange rate||Balkh,2024,-14.477931090131532
Exchange rate||Balkh,2025,-1.3963910838542253
Exchange rate||Bamyan,2021,8.83096494789552
Exchange rate||Bamyan,2022,8.14074951004287
Exchange rate||Bamyan,2023,-8.417508417508419
Exchange rate||Bamyan,2024,-14.820395371263245
Exchange rate||Bamyan,2025,-1.0283261397674572
Exchange rate||Daykundi,2021,8.601035149707705
Exchange rate||Daykundi,2022,8.384490632493252
Exchange rate||Daykundi,2023,-7.524739750674703
Exchange rate||Daykundi,2024,-15.61293268610342
Exchange rate||Daykundi,2025,-1.084591043301294
Exchange rate||Farah,2021,8.02002977398836
Exchange rate||Farah,2022,8.299087902175009
Exchange rate||Farah,2023,-8.049051365108747
Exchange rate||Farah,2024,-14.46055982204865
Exchange rate||Farah,2025,-1.466123832160602
Exchange rate||Faryab,2021,8.659761405334503
Exchange rate||Faryab,2022,8.118758542254856
Exchange rate||Faryab,2023,-8.116262975778545
Exchange rate||Faryab,2024,-14.590425692164013
Exchange rate||Faryab,2025,-1.3956496178718338
Exchange rate||Fayzabad,2017,0.2599738794016851
Exchange rate||Fayzabad,2018,6.332567313482363
Exchange rate||Fayzabad,2019,7.431292328317481
Exchange rate||Fayzabad,2020,-1.469512457506762
Exchange rate||Ghazni,2021,8.721951219512194
Exchange rate||Ghazni,2022,7.942490228922375
Exchange rate||Ghazni,2023,-8.182002918845019
Exchange rate||Ghazni,2024,-14.763993400667971
Exchange rate||Ghazni,2025,-1.2026720800679753
Exchange rate||Ghor,2021,7.761595412056307
Exchange rate||Ghor,2022,7.648055163013521
Exchange rate||Ghor,2023,-7.1679949352003485
Exchange rate||Ghor,2024,-15.21527645448254
Exchange rate||Ghor,2025,-1.0740731978518652
Exchange rate||Hilmand,2021,8.419193724878378
Exchange rate||Hilmand,2022,8.248061395795023
Exchange rate||Hilmand,2023,-8.31933238557686
Exchange rate||Hilmand,2024,-14.619288317860516
Exchange rate||Hilmand,2025,-1.296066985081675
Exchange rate||Hirat,2017,0.23796673372257748
Exchange rate||Hirat,2018,6.553023813602888
Exchange rate||Hirat,2019,7.682059880789686
Exchange rate||Hirat,2020,-1.4270173417802636
Exchange rate||Hirat,2021,8.952220202544806
Exchange rate||Hirat,2022,7.3765119466126405
Exchange rate||Hirat,2023,-8.18489539981133
Exchange rate||Hirat,2024,-14.66416858052298
Exchange rate||Hirat,2025,-1.3184919379588838
Exchange rate||Jalalabad,2017,0.3427655508291968
Exchange rate||Jalalabad,2018,6.401828391678833
Exchange rate||Jalalabad,2019,7.7361911470904055
Exchange rate||Jalalabad,2020,-1.4931612571281516
Exchange rate||Jawzjan,2021,9.008291766184099
Exchange rate||Jawzjan,2022,7.649274123831186
Exchange rate||Jawzjan,2023,-8.208796787741724
Exchange rate||Jawzjan,2024,-14.753323545383232
Exchange rate||Jawzjan,2025,-1.2657630557619897
Exchange rate||Kabul,2017,0.372066750985421
Exchange rate||Kabul,2018,6.18301932958161
Exchange rate||Kabul,2019,7.551213217503523
Exchange rate||Kabul,2020,-1.3455028495522132
Exchange rate||Kabul,2021,9.06593406593406
Exchange rate||Kabul,2022,7.973835385947966
Exchange rate||Kabul,2023,-8.51452282157677
Exchange rate||Kabul,2024,-14.579301725528135
Exchange rate||Kabul,2025,-1.1575084659767962
Exchange rate||Kandahar,2017,0.13616123452850715
Exchange rate||Kandahar,2018,6.408026264210136
Exchange rate||Kandahar,2019,7.772008795459515
Exchange rate||Kandahar,2020,-1.435682697032501
Exchange rate||Kandahar,2021,8.476211119540476
Exchange rate||Kandahar,2022,7.916795715898539
Exchange rate||Kandahar,2023,-8.26459288061843
Exchange rate||Kandahar,2024,-14.342806394316163
Exchange rate||Kandahar,2025,-1.3549177623827835
Exchange rate||Kapisa,2021,8.362085256877513
Exchange rate||Kapisa,2022,8.171725828632924
Exchange rate||Kapisa,2023,-8.490409595931686
Exchange rate||Kapisa,2024,-14.69042585321655
Exchange rate||Kapisa,2025,-1.2143312327409015
Exchange rate||Khost,2021,8.432520325203255
Exchange rate||Khost,2022,7.982685021343795
Exchange rate||Khost,2023,-8.047105004906763
Exchange rate||Khost,2024,-14.702684198868313
Exchange rate||Khost,2025,-1.618291056315602
Exchange rate||Kunar,2021,7.640400758191168
Exchange rate||Kunar,2022,8.76442709224282
Exchange rate||Kunar,2023,-8.1340376911619
Exchange rate||Kunar,2024,-14.714442530992875
Exchange rate||Kunar,2025,-1.3461493044895299
Exchange rate||Kunduz,2021,8.313693620479476
Exchange rate||Kunduz,2022,8.226290516206474
Exchange rate||Kunduz,2023,-8.126045681853883
Exchange rate||Kunduz,2024,-14.375402446877011
Exchange rate||Kunduz,2025,-2.0598326753149188
Exchange rate||Laghman,2021,7.748713782832375
Exchange rate||Laghman,2022,8.732496305752967
Exchange rate||Laghman,2023,-8.152284451676108
Exchange rate||Laghman,2024,-14.67971172041712
Exchange rate||Laghman,2025,-1.2894625076683437
Exchange rate||Logar,2021,8.57068497161541
Exchange rate||Logar,2022,7.896603042379556
Exchange rate||Logar,2023,-7.861143253876405
Exchange rate||Logar,2024,-14.730792802387146
Exchange rate||Logar,2025,-1.083998067655637
Exchange rate||Maidan Wardak,2021,8.58861788617887
Exchange rate||Maidan Wardak,2022,8.197817775248803
Exchange rate||Maidan Wardak,2023,-8.1708723531854
Exchange rate||Maidan Wardak,2024,-14.848938500336581
Exchange rate||Maidan Wardak,2025,-1.1445427728613624
Exchange rate||Maymana,2017,0.5077639942461605
Exchange rate||Maymana,2018,6.21651376146789
Exchange rate||Maymana,2019,7.565183342546519
Exchange rate||Maymana,2020,-1.662723097183117
Exchange rate||Mazar,2017,0.4499354600774369
Exchange rate||Mazar,2018,6.270881521459773
Exchange rate||Mazar,2019,7.581044509702327
Exchange rate||Mazar,2020,-1.7737480999379245
Exchange rate||Nangarhar,2021,7.781207690224747
Exchange rate||Nangarhar,2022,8.607261654724702
Exchange rate||Nangarhar,2023,-7.9371541721413035
Exchange rate||Nangarhar,2024,-14.876979979094646
Exchange rate||Nangarhar,2025,-1.0768177202635443
Exchange rate||Nili,2017,0.37981218348983703
Exchange rate||Nili,2018,6.182575154595008
Exchange rate||Nili,2019,7.634292040500955
Exchange rate||Nili,2020,-1.5953457475303856
Exchange rate||Nimroz,2021,8.127254201103042
Exchange rate||Nimroz,2022,8.21890487729481
Exchange rate||Nimroz,2023,-8.253549938722673
Exchange rate||Nimroz,2024,-14.808267882610524
Exchange rate||Nimroz,2025,-1.3333804909103906
Exchange rate||Nuristan,2021,7.672894665583539
Exchange rate||Nuristan,2022,13.500789666931567
Exchange rate||Paktika,2021,8.46612466124662
Exchange rate||Paktika,2022,8.478912652408546
Exchange rate||Paktika,2023,-8.506227889150937
Exchange rate||Paktika,2024,-14.639868695310701
Exchange rate||Paktika,2025,-1.121832680602071
Exchange rate||Paktya,2021,8.723587683198595
Exchange rate||Paktya,2022,7.782764811490141
Exchange rate||Paktya,2023,-7.874110472594708
Exchange rate||Paktya,2024,-14.604134439600614
Exchange rate||Paktya,2025,-1.238604952067279
Exchange rate||Panjsher,2021,9.458167976026562
Exchange rate||Panjsher,2022,6.552816171900432
Exchange rate||Panjsher,2023,-8.164588020703125
Exchange rate||Panjsher,2024,-14.724000604930183
Exchange rate||Panjsher,2025,-1.1184544992374081
Exchange rate||Parwan,2021,8.475181912681903
Exchange rate||Parwan,2022,7.942782419469144
Exchange rate||Parwan,2023,-8.052822371828062
Exchange rate||Parwan,2024,-14.77451019833448
Exchange rate||Parwan,2025,-1.2414737189926577
Exchange rate||Samangan,2021,8.639967032132827
Exchange rate||Samangan,2022,8.023717782347427
Exchange rate||Samangan,2023,-8.17254380128632
Exchange rate||Samangan,2024,-14.52823733043513
Exchange rate||Samangan,2025,-1.3351386354271018
Exchange rate||Sar-e-Pul,2021,9.179528838342812
Exchange rate||Sar-e-Pul,2022,7.391865079365073
Exchange rate||Sar-e-Pul,2023,-7.947270694958926
Exchange rate||Sar-e-Pul,2024,-14.78102922286449
Exchange rate||Sar-e-Pul,2025,-1.0645438594425234
Exchange rate||Takhar,2021,8.766748346126173
Exchange rate||Takhar,2022,8.039746165628916
Exchange rate||Takhar,2023,-8.484547187008044
Exchange rate||Takhar,2024,-14.38961822845932
Exchange rate||Takhar,2025,-1.526421546162809
Exchange rate||Uruzgan,2021,7.344596267941557
Exchange rate||Uruzgan,2022,8.364763471492182
Exchange rate||Uruzgan,2023,-7.966231914913297
Exchange rate||Uruzgan,2024,-14.521498617048026
Exchange rate||Uruzgan,2025,-1.2884323484768379
Exchange rate||Zabul,2021,8.265269264153288
Exchange rate||Zabul,2022,8.334910217211599
Exchange rate||Zabul,2023,-8.096306238393783
Exchange rate||Zabul,2024,-15.03435996438968
Exchange rate||Zabul,2025,-1.2326202893773157
Fuel (diesel)||Badakhshan,2021,48.399316492701715
Fuel (diesel)||Badakhshan,2022,59.14375294803143
Fuel (diesel)||Badakhshan,2023,-21.375769304531282
Fuel (diesel)||Badakhshan,2024,-13.382413269322441
Fuel (diesel)||Badakhshan,2025,6.146717355964309
Fuel (diesel)||Badghis,2021,58.08845982195289
Fuel (diesel)||Badghis,2022,55.88161003224227
Fuel (diesel)||Badghis,2023,-19.609581272101657
Fuel (diesel)||Badghis,2024,-12.693858193028209
Fuel (diesel)||Badghis,2025,7.021213026590971
Fuel (diesel)||Baghlan,2021,48.927118625483814
Fuel (diesel)||Baghlan,2022,58.37910267548185
Fuel (diesel)||Baghlan,2023,-20.08832279657865
Fuel (diesel)||Baghlan,2024,-14.089095203192445
Fuel (diesel)||Baghlan,2025,4.6219682298931515
Fuel (diesel)||Balkh,2021,47.52222222222222
Fuel (diesel)||Balkh,2022,63.34714167357085
Fuel (diesel)||Balkh,2023,-22.629521016617794
Fuel (diesel)||Balkh,2024,-12.366059190216811
Fuel (diesel)||Balkh,2025,4.930362874707582
Fuel (diesel)||Bamyan,2021,55.23036921476858
Fuel (diesel)||Bamyan,2022,56.752917844747884
Fuel (diesel)||Bamyan,2023,-21.272867156778933
Fuel (diesel)||Bamyan,2024,-19.0422932841088
Fuel (diesel)||Bamyan,2025,8.050108640253233
Fuel (diesel)||Daykundi,2021,51.78074074074074
Fuel (diesel)||Daykundi,2022,59.51014458803473
Fuel (diesel)||Daykundi,2023,-21.516570663968793
Fuel (diesel)||Daykundi,2024,-14.968709067093581
Fuel (diesel)||Daykundi,2025,3.80707867229048
Fuel (diesel)||Farah,2021,45.6
Fuel (diesel)||Farah,2022,67.60204081632655
Fuel (diesel)||Farah,2023,-18.63560082738167
Fuel (diesel)||Farah,2024,-16.682655410590936
Fuel (diesel)||Farah,2025,7.006332757628103
Fuel (diesel)||Faryab,2021,44.97010716300058
Fuel (diesel)||Faryab,2022,69.87612437361881
Fuel (diesel)||Faryab,2023,-23.65448565853478
Fuel (diesel)||Faryab,2024,-13.398449686817537
Fuel (diesel)||Faryab,2025,9.337416172476862
Fuel (diesel)||Fayzabad,2017,12.065272819989802
Fuel (diesel)||Fayzabad,2018,14.170003640334922
Fuel (diesel)||Fayzabad,2019,0.29812674372259934
Fuel (diesel)||Fayzabad,2020,-12.258392675483218
Fuel (diesel)||Ghazni,2021,44.834893577383475
Fuel (diesel)||Ghazni,2022,66.51016962778358
Fuel (diesel)||Ghazni,2023,-21.093848070219497
Fuel (diesel)||Ghazni,2024,-14.911400460130212
Fuel (diesel)||Ghazni,2025,8.594727531604603
Fuel (diesel)||Ghor,2021,39.522861641759974
Fuel (diesel)||Ghor,2022,56.02543900742444
Fuel (diesel)||Ghor,2023,-14.504726637491014
Fuel (diesel)||Ghor,2024,-15.558653569870263
Fuel (diesel)||Ghor,2025,4.963010573808713
Fuel (diesel)||Hilmand,2021,60.661244462077626
Fuel (diesel)||Hilmand,2022,68.87491356886505
Fuel (diesel)||Hilmand,2023,-22.948390493088194
Fuel (diesel)||Hilmand,2024,-15.057314203294613
Fuel (diesel)||Hilmand,2025,9.334644085973451
Fuel (diesel)||Hirat,2017,23.18981436485567
Fuel (diesel)||Hirat,2018,6.163708086785005
Fuel (diesel)||Hirat,2019,2.764514630747798
Fuel (diesel)||Hirat,2020,-24.243848643176115
Fuel (diesel)||Hirat,2021,44.579147077774856
Fuel (diesel)||Hirat,2022,71.79076638661014
Fuel (diesel)||Hirat,2023,-21.1825973327184
Fuel (diesel)||Hirat,2024,-12.813604778739485
Fuel (diesel)||Hirat,2025,7.149149177141721
Fuel (diesel)||Jalalabad,2017,11.382565241532468
Fuel (diesel)||Jalalabad,2018,12.462612163509478
Fuel (diesel)||Jalalabad,2019,3.5691489361702167
Fuel (diesel)||Jalalabad,2020,-3.9597349904986943
Fuel (diesel)||Jawzjan,2021,47.62314998895514
Fuel (diesel)||Jawzjan,2022,63.72532882431282
Fuel (diesel)||Jawzjan,2023,-21.94103239014405
Fuel (diesel)||Jawzjan,2024,-12.676650001756256
Fuel (diesel)||Jawzjan,2025,5.033386071706317
Fuel (diesel)||Kabul,2017,16.503016943869245
Fuel (diesel)||Kabul,2018,14.046822742474918
Fuel (diesel)||Kabul,2019,-2.1784666945957176
Fuel (diesel)||Kabul,2020,-20.88736616702356
Fuel (diesel)||Kabul,2021,42.87817764496992
Fuel (diesel)||Kabul,2022,64.22617604267703
Fuel (diesel)||Kabul,2023,-21.79341657207719
Fuel (diesel)||Kabul,2024,-13.320825515947465
Fuel (diesel)||Kabul,2025,7.0489259168504415
Fuel (diesel)||Kandahar,2017,21.74528868083063
Fuel (diesel)||Kandahar,2018,8.703882633644238
Fuel (diesel)||Kandahar,2019,1.7867832459593294
Fuel (diesel)||Kandahar,2020,-21.043627031650978
Fuel (diesel)||Kandahar,2021,43.070603105814364
Fuel (diesel)||Kandahar,2022,60.88252926513742
Fuel (diesel)||Kandahar,2023,-21.054747639173556
Fuel (diesel)||Kandahar,2024,-13.940575857700027
Fuel (diesel)||Kandahar,2025,7.424620758338977
Fuel (diesel)||Kapisa,2021,55.21534437663469
Fuel (diesel)||Kapisa,2022,62.54605913543634
Fuel (diesel)||Kapisa,2023,-20.061924639924804
Fuel (diesel)||Kapisa,2024,-16.380781113109247
Fuel (diesel)||Kapisa,2025,7.828999972428259
Fuel (diesel)||Khost,2021,49.98774724312972
Fuel (diesel)||Khost,2022,66.12983537173625
Fuel (diesel)||Khost,2023,-18.765513042663816
Fuel (diesel)||Khost,2024,-15.612821399746327
Fuel (diesel)||Khost,2025,6.796103239557862
Fuel (diesel)||Kunar,2021,45.65032712187911
Fuel (diesel)||Kunar,2022,63.845291479820624
Fuel (diesel)||Kunar,2023,-12.623091788332976
Fuel (diesel)||Kunar,2024,-20.857363569984873
Fuel (diesel)||Kunar,2025,6.379280375456285
Fuel (diesel)||Kunduz,2021,47.9893737815198
Fuel (diesel)||Kunduz,2022,59.7000448774556
Fuel (diesel)||Kunduz,2023,-21.104826135827988
Fuel (diesel)||Kunduz,2024,-13.794609003377994
Fuel (diesel)||Kunduz,2025,5.074105667217583
Fuel (diesel)||Laghman,2021,45.883688322093874
Fuel (diesel)||Laghman,2022,65.14714632248614
Fuel (diesel)||Laghman,2023,-14.762261083243262
Fuel (diesel)||Laghman,2024,-19.939524650749433
Fuel (diesel)||Laghman,2025,6.886328870598739
Fuel (diesel)||Logar,2021,52.820813341635244
Fuel (diesel)||Logar,2022,69.5831402687459
Fuel (diesel)||Logar,2023,-20.989852737499632
Fuel (diesel)||Logar,2024,-14.285884639692828
Fuel (diesel)||Logar,2025,7.253857176644092
Fuel (diesel)||Maidan Wardak,2021,45.63529480239798
Fuel (diesel)||Maidan Wardak,2022,66.14924705054833
Fuel (diesel)||Maidan Wardak,2023,-20.50744229455515
Fuel (diesel)||Maidan Wardak,2024,-14.511189919994194
Fuel (diesel)||Maidan Wardak,2025,8.92821747132947
Fuel (diesel)||Maymana,2017,20.586438607208315
Fuel (diesel)||Maymana,2018,15.501519756838904
Fuel (diesel)||Maymana,2019,1.9298245614035037
Fuel (diesel)||Maymana,2020,-8.734939759036141
Fuel (diesel)||Mazar,2017,24.426159596618426
Fuel (diesel)||Mazar,2018,14.415322580645148
Fuel (diesel)||Mazar,2019,2.5991189427312875
Fuel (diesel)||Mazar,2020,-9.229712322885355
Fuel (diesel)||Nangarhar,2021,46.30547446081428
Fuel (diesel)||Nangarhar,2022,67.53650538299713
Fuel (diesel)||Nangarhar,2023,-19.077823634231674
Fuel (diesel)||Nangarhar,2024,-15.587705086370176
Fuel (diesel)||Nangarhar,2025,6.729833477508637
Fuel (diesel)||Nili,2017,15.902578796561603
Fuel (diesel)||Nili,2018,8.776266996291717
Fuel (diesel)||Nili,2019,3.939393939393935
Fuel (diesel)||Nili,2020,-3.9737609329446095
Fuel (diesel)||Nimroz,2021,52.58169686860265
Fuel (diesel)||Nimroz,2022,63.123633472470665
Fuel (diesel)||Nimroz,2023,-20.66794610127841
Fuel (diesel)||Nimroz,2024,-12.858550821098994
Fuel (diesel)||Nimroz,2025,5.204095121987059
Fuel (diesel)||Nuristan,2021,36.533028962762174
Fuel (diesel)||Nuristan,2022,62.09803265897564
Fuel (diesel)||Nuristan,2023,-9.243516902897523
Fuel (diesel)||Nuristan,2024,-22.176025457679437
Fuel (diesel)||Nuristan,2025,5.718492917295416
Fuel (diesel)||Paktika,2021,45.25512637100617
Fuel (diesel)||Paktika,2022,68.03164486011244
Fuel (diesel)||Paktika,2023,-19.985894552247352
Fuel (diesel)||Paktika,2024,-14.436477118421976
Fuel (diesel)||Paktika,2025,9.026366344627885
Fuel (diesel)||Paktya,2021,32.05077611154959
Fuel (diesel)||Paktya,2022,77.9913997775232
Fuel (diesel)||Paktya,2023,-19.889744976960227
Fuel (diesel)||Paktya,2024,-15.082146641360932
Fuel (diesel)||Paktya,2025,7.191827780063069
Fuel (diesel)||Panjsher,2021,56.03424276169267
Fuel (diesel)||Panjsher,2022,62.22995375945995
Fuel (diesel)||Panjsher,2023,-21.509288705996653
Fuel (diesel)||Panjsher,2024,-15.241353541486644
Fuel (diesel)||Panjsher,2025,7.823499428288047
Fuel (diesel)||Parwan,2021,53.72968467842757
Fuel (diesel)||Parwan,2022,63.662239089184055
Fuel (diesel)||Parwan,2023,-21.62962962962962
Fuel (diesel)||Parwan,2024,-14.830513449729377
Fuel (diesel)||Parwan,2025,7.902065124486494
Fuel (diesel)||Samangan,2021,53.72043299638425
Fuel (diesel)||Samangan,2022,60.35974366443343
Fuel (diesel)||Samangan,2023,-22.075692760415244
Fuel (diesel)||Samangan,2024,-12.472464072170352
Fuel (diesel)||Samangan,2025,4.467614786406723
Fuel (diesel)||Sar-e-Pul,2021,48.588943623426395
